Artist Name,Album Name,Review Score,Genre,Date Published,Written By
Franz Ferdinand,Always Ascending,6.9,Rock,2018-02-08,Jazz Monroe
Efrim Manuel Menuck,Pissing Stars,7.8,Experimental,2018-02-08,Grayson Haver Currin
Lea Bertucci,Metal Aether,7.6,Experimental,2018-02-08,Jenn Pelly
Dream Wife,Dream Wife,6.7,Rock,2018-02-08,Nina Corcoran
Christoph De Babalon,"If You’re Into It, I’m Out of It",8.4,Electronic,2018-02-07,Philip Sherburne
The Soft Moon,Criminal,7.2,Rock,2018-02-07,Sasha Geffen
Caleb Giles,There Will Be Rain,7.0,Rap,2018-02-07,Matthew Strauss
Kuniyuki Takahashi,Early Tape Works (1986-1993) Vol.1,6.9,Electronic,2018-02-07,Robert Ham
Rich Brian,Amen,5.9,Rap,2018-02-06,Sheldon Pearce
Portal,ION,7.8,Metal,2018-02-06,Andy O'Connor
Kilchhofer,The Book Room,7.7,Electronic,2018-02-06,Philip Sherburne
K. Leimer,Mitteltöner,7.5,Electronic,2018-02-06,Andy Beta
Rhye,Blood,6.3,Pop/R&B,2018-02-05,Philip Sherburne
Hookworms,Microshift,7.9,Rock,2018-02-05,Stuart Berman
Kyle Craft,Full Circle Nightmare,4.1,Rock,2018-02-05,Sasha Geffen
Helado Negro,Island Universe Story Four,7.4,Electronic,2018-02-05,Matthew Ismael Ruiz
La Monte Young,The Well-Tuned Piano 81 X 25 6:17:50 - 11:18:59 PM NYC,9.5,Experimental,2018-02-04,Marc Masters
Steve Reich,Pulse/Quartet,4.9,Experimental,2018-02-03,Grayson Haver Currin
Anna Burch,Quit the Curse,6.8,Rock,2018-02-03,Nina Corcoran
Mukqs,起き上がり,7.1,Electronic,2018-02-03,Philip Sherburne
Mammoth Grinder,Cosmic Crypt,7.6,Metal,2018-02-03,Andy O'Connor
Justin Timberlake,Man of the Woods,3.8,Pop/R&B,2018-02-02,Jamieson Cox
H.C. McEntire,Lionheart,8.0,Folk/Country,2018-02-02,Jenn Pelly
Burna Boy,Outside,7.7,Rap,2018-02-02,Claire Lobenfeld
Field Music,Open Here,7.2,Rock,2018-02-02,Olivia Horn 
Khruangbin,Con Todo El Mundo,7.6,Rock,2018-02-01,Erin MacLeod
Stick in the Wheel,Follow Them True,7.7,Folk/Country,2018-02-01,Stephen M. Deusner
Daniel Avery,Slow Fade EP,7.0,Electronic,2018-02-01,Megan Buerger
Sylvie Courvoisier Trio,D’Agala,7.4,Jazz,2018-02-01,Seth Colter Walls
JPEGMAFIA,Veteran,7.7,Rap,2018-01-31,Paul A. Thompson
Domo Genesis,Aren’t U Glad You’re U?,4.9,Rap,2018-01-31,Evan Rytlewski
OMB Peezy Sherwood Marty,Young & Reckless,6.8,Rap,2018-01-31,Jay Balfour
Meat Beat Manifesto,Impossible Star,6.9,Electronic,2018-01-31,Sean T. Collins
Migos,Culture II,6.4,Rap,2018-01-30,Meaghan Garvey
Payroll GiovanniCardo,Big Bossin Vol. 2,7.8,Rap,2018-01-30,Torii MacAdams
NADINE,Oh My,6.6,Pop/R&B,2018-01-30,Nina Corcoran
Dommengang,Love Jail,7.0,Rock,2018-01-30,Stephen M. Deusner
No Age,Snares Like a Haircut,8.0,Rock,2018-01-29,Jenn Pelly
Pendant,Make Me Know You Sweet,7.8,Experimental,2018-01-29,Thea Ballard
Ghostface KillahApollo Brown,The Brown Tape,6.0,Rap,2018-01-29,Jonah Bromwich
RAMZi,Pèze-Piton,7.7,Electronic,2018-01-29,Andy Beta
The Spook School,Could It Be Different?,6.8,Rock,2018-01-29,Madison Bloom
2Pac,All Eyez on Me,9.4,Rap,2018-01-28,Paul A. Thompson
Fleetwood Mac,Fleetwood Mac,9.0,Rock,2018-01-27,Stephen Thomas Erlewine
Hollie Cook,Vessel of Love,7.4,Pop/R&B,2018-01-27,Jenn Pelly
De Lux,More Disco Songs About Love,6.1,Electronic,2018-01-27,Jesse Dorris
Evidence,Weather or Not,7.0,Rap,2018-01-27,Dean Van Nguyen
Ty Segall,Freedom’s Goblin,8.1,Rock,2018-01-26,Stuart Berman
Television Personalities,Beautiful Despair,6.9,Rock,2018-01-26,Calum Marsh
Skream,Fabriclive 96,5.6,Electronic,2018-01-26,Philip Sherburne
Calexico,The Thread That Keeps Us,7.1,Rock,2018-01-26,Evan Rytlewski
Johnny Jewel,Digital Rain,7.4,Electronic,2018-01-25,Calum Marsh
Craig David,The Time Is Now,5.5,Pop/R&B,2018-01-25,Andy Beta
Django Django,Marble Skies,6.9,Pop/R&B,2018-01-25,Cameron Cook
Tribulation,Down Below,8.0,Metal,2018-01-25,Grayson Haver Currin
Nils Frahm,All Melody,7.8,Electronic,2018-01-24,Philip Sherburne
Curtis Roach,Highly Caffeinated,6.3,Rap,2018-01-24,Torii MacAdams
awakebutstillinbed,what people call low self​-​esteem is really just seeing yourself the way that other people see you,7.7,Rock,2018-01-24,Ian Cohen
Aksak Maboul,Un Peu De L’Âme Des Bandits,7.2,Experimental,2018-01-24,Jay Balfour
Tune-Yards,I Can Feel You Creep Into My Private Life,6.2,Pop/R&B,2018-01-23,Laura Snapes
The Shins,The Worm’s Heart,6.6,Rock,2018-01-23,Ben Cardew
Mudhoney,LiE,6.9,Rock,2018-01-23,Stuart Berman
Chris Dave and the Drumhedz,Chris Dave and the Drumhedz,6.2,Jazz,2018-01-23,Phillip Mlynar
Porches,The House,6.4,Rock,2018-01-22,Sasha Geffen
BØRNS,Blue Madonna,5.7,Pop/R&B,2018-01-22,Katherine St. Asaph
Dave East,Paranoia 2,7.4,Rap,2018-01-22,Briana Younger
Cadence Weapon,Cadence Weapon,7.3,Rap,2018-01-22,Sheldon Pearce
The-Dream,Love/Hate,9.1,Pop/R&B,2018-01-21,Meaghan Garvey
Todd Rundgren,Something/Anything?,9.0,Rock,2018-01-20,Sam Sodomsky
Glen Hansard,Between Two Shores,5.7,Rock,2018-01-20,Abigail Covington
Matthewdavid,Time Flying Beats,7.1,Electronic,2018-01-20,Brian Josephs
Hoodrich Pablo Juan,Rich Hood,6.8,Rap,2018-01-20,Jay Balfour
Shopping,The Official Body,8.1,Rock,2018-01-19,Quinn Moreland
Phew,Voice Hardcore,7.5,Experimental,2018-01-19,Jenn Pelly
First Aid Kit,Ruins,6.4,Folk/Country,2018-01-19,Stephen M. Deusner
The Go! Team,Semicircle,6.3,Rock,2018-01-19,Andy Beta
Belle and Sebastian,"How to Solve Our Human Problems, Pt. 2",7.4,Rock,2018-01-18,Stuart Berman
SiR,November,7.2,Pop/R&B,2018-01-18,Briana Younger
Profligate ,Somewhere Else,6.8,Experimental,2018-01-18,Brian Howe
Organ Tapes,Into One Name,7.3,Experimental,2018-01-18,Ezra Marcus
Camila Cabello,Camila,6.8,Pop/R&B,2018-01-17,Jamieson Cox
Shame,Songs of Praise,7.5,Rock,2018-01-17,Eve Barlow
тпсб,Sekundenschlaf,7.8,Experimental,2018-01-17,Philip Sherburne
Quincy Jones,The Dude,8.1,Pop/R&B,2018-01-17,Phillip Mlynar
Jonny Greenwood,Phantom Thread Original Motion Picture Soundtrack,7.5,Experimental,2018-01-16,Kevin Lozano
Maxo Kream,Punken,7.6,Rap,2018-01-16,Sheldon Pearce
Sun Ra,Sun Ra Plays Gershwin,6.6,Jazz,2018-01-16,Daniel Martin-McCormick
Laraaji,"Vision Songs, Vol. 1",6.7,Experimental,2018-01-16,Andy Beta
King Gizzard & The Lizard Wizard,Gumboot Soup,7.7,Rock,2018-01-15,Stuart Berman
Lil Skies,Life of a Dark Rose,6.4,Rap,2018-01-15,Evan Rytlewski
Gil Scott-HeronBrian Jackson,Winter in America,9.3,Jazz,2018-01-14,Michael A.  Gonzales
Black Rebel Motorcycle Club,Wrong Creatures,5.8,Rock,2018-01-13,Stephen M. Deusner
Jen Shyu,Song of Silver Geese,7.4,Jazz,2018-01-13,Seth Colter Walls
Booji Boys,Weekend Rocker,7.0,Rock,2018-01-13,Margaret Farrell
Panda Bear,A Day With the Homies,6.6,Electronic,2018-01-12,Philip Sherburne
Conway,G.O.A.T.,6.5,Rap,2018-01-12,Evan Rytlewski
Carlos Maria TrindadeNuno Canavarro,Mr. Wollogallu,7.0,Electronic,2018-01-12,Ben Cardew
Francis and the Lights,Just for Us,6.6,Pop/R&B,2018-01-11,Cameron Cook
Gucci Mane,El Gato: The Human Glacier,7.3,Rap,2018-01-11,Jonah Bromwich
Sidney Gish,No Dogs Allowed,7.7,Rock,2018-01-11,Nina Corcoran
Betty Davis,Nasty Gal,8.4,Pop/R&B,2018-01-10,Rebecca Bengal
The Jazz Butcher,The Wasted Years,6.7,Rock,2018-01-10,Robert Ham
RJMrLADJ Mustard,The Ghetto,7.2,Rap,2018-01-10,Jay Balfour
CupcakKe,Ephorize,8.3,Rap,2018-01-09,Claire Lobenfeld
Scallops Hotel,sovereign nose of (y)​our arrogant face,7.6,Rap,2018-01-09,Phillip Mlynar
Special Explosion,To Infinity,7.5,Rock,2018-01-09,Ian Cohen
The 1975,"DH00278 (Live From The O2, London, 12/16/2016)",7.1,Rock,2018-01-08,Maura Johnston
Vera,Good Job No Conversation,6.8,Electronic,2018-01-08,Brian Howe
Shells,Shells 2,7.6,Rock,2018-01-08,Marc Masters
The Blue Nile,Hats,8.8,Rock,2018-01-07,Sam Sodomsky
Esperanza Spalding,Exposure,7.7,Jazz,2018-01-06,Seth Colter Walls
Birthing Hips,Urge to Merge,7.0,Rock,2018-01-06,Zoe Camp
Emily A. Sprague,Water Memory,7.6,Electronic,2018-01-06,Philip Sherburne
Jeff Rosenstock,POST-,8.2,Rock,2018-01-05,Ian Cohen
Drakeo the Ruler,Cold Devil,7.9,Rap,2018-01-05,Paul A. Thompson
Various Artists,Bright: The Album,3.2,Not found,2018-01-05,Evan Rytlewski
Lil Wayne,Dedication 6,5.8,Rap,2018-01-04,Sheldon Pearce
Jon Brion,Lady Bird (Original Motion Picture Soundtrack),7.3,Rock,2018-01-04,Sasha Geffen
Pauline Anna Strom,Trans-Millenia Music,7.3,Electronic,2018-01-04,Daniel Martin-McCormick
Travis ScottQuavo,"Huncho Jack, Jack Huncho",6.3,Rap,2018-01-03,Brian Josephs
Jeremy Enigk,Ghosts,7.4,Rock,2018-01-03,Ian Cohen
Virtual Self,Virtual Self EP,5.9,Electronic,2018-01-03,Philip Sherburne
Zomby,Mercury’s Rainbow,7.7,Electronic,2018-01-02,Ben Cardew
The Khan Jamal Creative Arts Ensemble,Drum Dance to the Motherland,7.3,Jazz,2018-01-02,Daniel Martin-McCormick
Onyx Collective ,Lower East Suite Part One,7.4,Jazz,2018-01-02,Jay Balfour
Chance the RapperJeremih,Merry Christmas Lil’ Mama: Re-Wrapped,7.7,RapPop/R&B,2017-12-22,Marc Hogan
